telephone,nom_complet,email,points_fidelite
04.73.00.57.30,NATHALIE AUGER,,53
+33372168698,PHILIPPE AGNÈS,,377
03 60 13 90 11,Teixeira Arnaude,,73
01 49 33 29 56,MICHELLE VALLÉE,,24
04 73 36 91 87,POIRIER PATRICIA,,438
0229844328,Marguerite Aubert,,149
546962651,Pottier Claudine,claudine.pottier@hotmail.fr,324
363719345,FRÉDÉRIC LECOQ,,175
03.10.56.58.53,Agathe Blin,,107
03.70.78.68.93,JACQUES VINCENT,jacques.vincent@live.com,289
01.47.25.79.37,CAMILLE VAILLANT,,85
555720715,Rémy Gay,,237
0361744721,PIERRE MAHE,,292
03.10.94.35.37,MONIQUE LEBLANC,,20
272557815,Alexandrie Bonnet,,56
03 90 44 36 65,Paul Michel,,132
+33449679900,Mercier Diane,diane.mercier@club-internet.fr,276
360098734,Bertin Adèle,adèle.bertin@live.com,173
498493988,ALEXANDRIE GRÉGOIRE,,44
188375443,THÉODORE HAMON,,43
04 71 36 85 68,Aurélie Michel,aurélie.michel@bouygtel.fr,167
+33(0)617923893,CÉLINA BLANCHARD,célina.blanchard@dbmail.com,12
139743912,Simone Paris,simone.paris@noos.fr,146
03.56.82.80.26,Raymond Sauvage,,251
0384919847,BRUNET JOSÉPHINE,joséphine.brunet@bouygtel.fr,299
03.62.21.28.90,DUFOUR HENRIETTE,,461
0366488614,Jeanne Potier,jeanne.potier@wanadoo.fr,373
535173534,Manon Rousset,,271
+33360176738,MERLE LUCIE,,149
02.47.26.61.86,Camus Alain,,459
299636682,MARGARET GAILLARD,margaret.gaillard@laposte.net,68
03.71.13.59.10,Bègue Édith,édith.bègue@orange.fr,73
+33426662654,MOREL DAVID,,326
05 17 78 25 76,Julien Millet,,404
+33545534680,Allard Aurore,aurore.allard@club-internet.fr,371
413163882,Nathalie Jacquot,nathalie.jacquot@noos.fr,224
03 21 66 50 27,Gimenez Maurice,,480
0252346062,Alix Turpin,,92
145413178,Lemoine Thérèse,thérèse.lemoine@ifrance.com,463
04.90.00.17.67,JEAN BRUNEAU,jean.bruneau@hotmail.fr,133
+33(0)497661602,Nicolas Perez,,125
491343846,GAILLARD NATHALIE,,252
03 63 96 07 50,Noémi Launay,noémi.launay@wanadoo.fr,292
03 56 89 09 19,Daniel Masson,daniel.masson@voila.fr,298
02 55 40 86 70,Riou Louis,louis.riou@hotmail.fr,214
04.87.52.17.48,BERNADETTE ROUSSEAU,,344
03.80.55.67.69,Valérie Reynaud,valérie.reynaud@noos.fr,487
345130317,Bertrand Hubert,,122
362842015,Yves Faure,,246
0327600877,Gimenez Henri,,378
298820492,Besnard Maurice,maurice.besnard@wanadoo.fr,202
+33254292005,LOPEZ RÉMY,rémy.lopez@yahoo.fr,341
04 22 65 62 40,Frédéric Carre,,20
04.27.24.55.42,HARDY LAURE,,493
01.60.22.91.41,Texier Guy,guy.texier@ifrance.com,42
+33238518946,Le Gall Inès,,135
04 83 37 18 70,Henriette Pichon,henriette.pichon@tele2.fr,437
354879246,Michel Michel,,433
0174748188,Guérin Émile,,422
03 68 98 04 82,Fischer François,,383
0134183308,Alfred Barbe,,175
+33(0)479181113,Meyer Simone,,343
423539646,Philippe Thibault,,473
05 81 23 03 30,Morin Maryse,,191
+33(0)457422702,Henriette Blot,,33
02.57.54.83.15,MARTY HENRIETTE,,88
554074038,Guérin Gabrielle,,148
+33367366207,Augustin Perret,augustin.perret@sfr.fr,74
373790345,Renée Lévêque,renée.lévêque@voila.fr,487
02 37 63 18 75,Océane Lebon,océane.lebon@voila.fr,200
0596290690,DA SILVA PIERRE,,125
03.45.55.84.01,Olivier Imbert,olivier.imbert@ifrance.com,70
246380542,BARON LAURENT,laurent.baron@tiscali.fr,341
04 32 68 84 74,Leclerc Colette,colette.leclerc@tiscali.fr,11
484962154,PARIS SIMONE,simone.paris@orange.fr,98
+33(0)345554999,Nath Chauvet,nath.chauvet@hotmail.fr,186
05 40 77 30 51,Luc Vincent,,378
02 37 29 55 44,Vincent Rémy,vincent.rémy@noos.fr,388
04 72 53 91 02,Weber Lucy,,220
+33(0)456701608,Leleu Éléonore,éléonore.leleu@voila.fr,66
+33499424560,Goncalves Marcelle,,78
02 79 42 54 53,Simon Adrien,,10
02.40.95.50.45,Martine Pichon,,462
+33(0)177164129,Guillet Manon,manon.guillet@hotmail.fr,447
183220349,LUCIE GILLES,lucie.gilles@dbmail.com,101
01.43.69.83.05,François Le Roux,,289
0470318102,Marguerite Munoz,marguerite.munoz@tiscali.fr,117
556158295,Laurence Gonzalez,,314
0463722251,JACQUES CHRISTOPHE,,492
153429773,MOREL SUSANNE,,254
04 87 94 74 13,Hoareau Adrien,adrien.hoareau@dbmail.com,63
01.39.29.46.21,Lebon Édouard,,133
02.48.37.62.40,SIMONE FRANÇOIS,,431
05.53.91.17.88,Cordier Augustin,augustin.cordier@tiscali.fr,413
582647269,LEROUX CHARLOTTE,charlotte.leroux@tele2.fr,302
+33(0)130464503,Emmanuel Thierry,,303
+33426968048,Bazin Clémence,,195
+33(0)558218468,Henri Giraud,,326
494054009,FAIVRE ADÉLAÏDE,adélaïde.faivre@gmail.com,417
03.65.70.50.95,Meunier Honoré,,249
02 37 68 27 72,LE GALL BRIGITTE,brigitte.legall@bouygtel.fr,183
02.41.87.67.25,Laurence Legrand,laurence.legrand@gmail.com,423
02.14.56.23.69,ASTRID BÈGUE,astrid.bègue@laposte.net,99
05 94 42 09 02,Bigot Julie,julie.bigot@ifrance.com,274
0358777565,Paul André,andré.paul@hotmail.fr,55
+33389266811,Guy Masson,,493
0458668448,Grondin Agathe,,419
468648542,Dias Henriette,,136
466194023,Aimée Monnier,,342
272216489,Martine Leleu,,218
472024072,Charrier Élodie,élodie.charrier@free.fr,308
188098488,Martine Albert,martine.albert@ifrance.com,353
244660292,Stéphane Camus,,120
164543243,Thibaut Bertin,thibaut.bertin@gmail.com,410
03.67.28.85.03,Ollivier Émile,,36
558113428,GUÉRIN NOÉMI,,225
05 62 13 86 73,Peron Adélaïde,adélaïde.peron@laposte.net,271
524712375,Grenier Alexandrie,alexandrie.grenier@hotmail.fr,212
0430298791,De Oliveira Raymond,,429
03.55.74.68.06,VOISIN CLAIRE,claire.voisin@club-internet.fr,405
04.57.59.06.26,Julie Leclercq,,349
04.63.72.85.02,Olivie Leduc,olivie.leduc@sfr.fr,455
486782316,Perrin Anne,anne.perrin@ifrance.com,185
06 75 55 38 80,Masson Victoire,,274
223238494,THIBAULT LÉVÊQUE,,434
03.80.13.05.29,Élisabeth Lucas,,28
03 80 64 36 25,Bouvier Clémence,,354
+33567632198,Lefèvre Thibault,thibault.lefèvre@laposte.net,481
05.46.50.48.40,Letellier Roland,roland.letellier@noos.fr,77
03 70 19 43 57,Martine Reynaud,martine.reynaud@ifrance.com,74
05 57 10 50 91,Berthelot Arnaude,,256
03.45.81.95.17,Lesage Zacharie,,125
03 75 65 11 33,CHRÉTIEN FRANÇOISE,françoise.chrétien@live.com,231
164203485,AIMÉE OLLIVIER,,212
+33(0)559761011,MATHILDE BARRE,mathilde.barre@tele2.fr,452
02 37 28 49 45,Odette Martel,odette.martel@yahoo.fr,368
04.49.69.05.14,Françoise Auger,françoise.auger@bouygtel.fr,468
586859846,Henry Alexandrie,,242
05 33 41 96 22,Marguerite Garnier,,334
05.31.75.46.28,CHRÉTIEN ADÈLE,,241
+33442855549,Dubois André,,346
05.59.07.15.78,Jacques Amélie,,62
517992776,GÉRARD ISAAC,isaac.gérard@gmail.com,485
04 38 22 48 03,Frédérique Baron,,30
+33(0)450193798,Vallet Isabelle,isabelle.vallet@hotmail.fr,492
03.79.91.76.25,Renée Raynaud,,236
01 72 17 85 65,Amélie Maréchal,amélie.maréchal@gmail.com,406
753499552,VALÉRIE BOURDON,valérie.bourdon@wanadoo.fr,84
+33799589763,Clémence Leroy,clémence.leroy@gmail.com,162
01.56.43.66.00,Laurence Blot,laurence.blot@club-internet.fr,218
03.75.03.98.51,Maury Martine,martine.maury@sfr.fr,268
+33(0)475925571,Perez Joseph,joseph.perez@bouygtel.fr,119
0241114335,VALÉRIE MARTEL,,177
0558647691,Rémy Lefebvre,rémy.lefebvre@laposte.net,455
04.23.41.98.43,GAY ANDRÉ,,19
03 27 49 18 87,Bourgeois Honoré,,11
04.68.58.70.95,Marie Marcelle,,447
02.31.35.05.50,VIRGINIE MOREAU,,427
03.53.89.17.86,Yves Imbert,yves.imbert@bouygtel.fr,483
256678766,Martins Charlotte,,496
532241653,Christophe Briand,,478
02.44.26.31.67,Roger François,,262
03.72.13.66.94,Lambert Rémy,,264
05 33 97 49 94,Philippine Descamps,,137
+33140116147,Marion Thomas,thomas.marion@voila.fr,113
+33344580104,CONSTANCE BESNARD,,378
04 63 81 97 90,Tessier Diane,diane.tessier@yahoo.fr,263
174343661,Lucy Nicolas,,305
04 65 11 49 13,LEJEUNE ÉTIENNE,,170
04.86.96.99.84,Valette Isabelle,,104
03.82.67.74.89,Brunet Antoinette,antoinette.brunet@sfr.fr,349
141586388,Christelle Moulin,christelle.moulin@dbmail.com,26
02.50.07.41.56,Bertrand Tanguy,bertrand.tanguy@voila.fr,436
07.68.18.70.66,MARIE BRUNEAU,,330
0387734331,Susanne Leconte,,98
0465543700,Fernandez Denise,,228
134585384,Daniel Alexandre,,365
03 53 22 40 37,DOROTHÉE DESCAMPS,,40
145914126,HUGUES HOARAU,,322
04 94 56 22 49,Olivie Mercier,,220
03.68.35.94.50,PETIT GABRIEL,,430
02 43 33 99 85,Peron Françoise,,155
01 30 02 47 24,Danielle Bonnet,danielle.bonnet@hotmail.fr,120
484272159,BOURGEOIS CATHERINE,catherine.bourgeois@club-internet.fr,427
04 57 46 22 26,Alexandria Legendre,,122
411975555,Élise Bourdon,,456
352900928,Bouvet Alexandria,alexandria.bouvet@club-internet.fr,255
0478408676,Valérie Albert,valérie.albert@noos.fr,307
03.23.80.13.59,Philippe Pons,,282
339861041,VALÉRIE CARPENTIER,valérie.carpentier@hotmail.fr,233
04 88 48 58 10,Jeannine Blanc,jeannine.blanc@hotmail.fr,452
426674161,Marine Royer,,316
0519125796,Toussaint Agathe,agathe.toussaint@orange.fr,418
05 32 91 75 06,Moulin Émile,émile.moulin@yahoo.fr,98
0558229899,Simone Sauvage,,79
03 89 01 71 20,DESCHAMPS SUZANNE,,383
508198415,Henriette Blanc,,258
547080597,ANASTASIE HUBERT,anastasie.hubert@voila.fr,165
0240924997,Luc Prévost,,386
561059953,David Paris,,47
02.77.09.35.78,Weber Marie,,384
04.49.66.54.86,Hernandez Virginie,virginie.hernandez@live.com,188
04.99.72.66.64,CLERC ADRIEN,,99
02 35 63 33 96,Albert Josette,,363
04.85.84.51.31,VICTOR DUPONT,,391
345548665,Laurent Geneviève,,475
+33(0)444439124,Chevallier Alice,alice.chevallier@orange.fr,55
0362837436,BARRE GUY,guy.barre@voila.fr,317
+33(0)262813850,CLAIRE RICHARD,,290
03 10 45 05 43,Olivier Costa,olivier.costa@yahoo.fr,397
+33299829474,Parent Amélie,amélie.parent@wanadoo.fr,209
367155965,Augustin Texier,,101
05 40 71 74 59,DOMINIQUE PRÉVOST,,126
0252728756,Frédéric Alexandre,frédéric.alexandre@tiscali.fr,444
0158563085,Guy Garcia,,477
352783701,ÉDITH MORENO,édith.moreno@voila.fr,137
+33322310731,DUMONT CHRISTOPHE,,189
0236181536,Picard Audrey,audrey.picard@orange.fr,155
238010428,Christophe Reynaud,,274
02.33.67.53.28,Catherine Mathieu,catherine.mathieu@tele2.fr,346
+33(0)180891013,BRIGITTE LEMAIRE,brigitte.lemaire@voila.fr,327
+33(0)473481616,ÉDOUARD GERMAIN,,103
05.45.77.07.67,Delahaye Thibault,thibault.delahaye@laposte.net,255
04 66 54 43 66,Alice Paul,alice.paul@noos.fr,300
04.71.24.86.72,KLEIN DANIELLE,danielle.klein@live.com,200
02.43.18.95.81,REY ARTHUR,arthur.rey@sfr.fr,203
146188554,Olivier Legendre,olivier.legendre@tiscali.fr,202
0368264506,Imbert Marc,marc.imbert@club-internet.fr,318
01.64.26.95.81,FRÉDÉRIQUE TEIXEIRA,,33
322497278,Guibert Camille,,119
411684772,EMMANUEL GILLES,emmanuel.gilles@live.com,164
05 65 79 50 04,Breton Aurélie,aurélie.breton@ifrance.com,63
02 55 33 64 05,Nath Breton,nath.breton@ifrance.com,481
05 82 54 60 37,Hardy Audrey,,393
0371901763,Marcelle Adam,,94
03 62 71 48 23,Adèle Schneider,,205
359471759,Monique Roux,monique.roux@free.fr,65
0230555564,Michelle Guilbert,michelle.guilbert@noos.fr,421
05 19 75 64 51,Mathilde Hoarau,mathilde.hoarau@tiscali.fr,335
246398820,Guérin Michel,michel.guérin@hotmail.fr,198
379850595,COLETTE ANTOINE,colette.antoine@tele2.fr,94
179490594,HUET ANTOINE,,156
176916780,MARGUERITE SANCHEZ,marguerite.sanchez@tele2.fr,378
05 40 78 21 18,Lebrun Patrick,patrick.lebrun@gmail.com,211
230451907,Rolland Paul,paul.rolland@tiscali.fr,262
05.87.05.49.60,AURÉLIE BOUCHET,aurélie.bouchet@club-internet.fr,483
0376993055,Cohen Laure,,306
01.48.34.17.92,Anastasie Weber,,58
02 38 52 29 54,Bruneau Pierre,,414
0364132666,BRETON HÉLÈNE,hélène.breton@tiscali.fr,243
519635945,Valérie Neveu,valérie.neveu@bouygtel.fr,115
+33(0)369084619,Blondel Augustin,augustin.blondel@noos.fr,150
02 76 91 46 51,Joséphine Pons,joséphine.pons@hotmail.fr,345
01 45 89 43 49,Margot Dubois,margot.dubois@wanadoo.fr,168
01 49 49 26 40,Joseph Collet,,323
546954753,Pinto Thierry,thierry.pinto@wanadoo.fr,181
04 93 11 06 38,Françoise Pineau,,140
02.62.09.02.31,BODIN CONSTANCE,,283
422680904,ÉLÉONORE LE GALL,éléonore.legall@hotmail.fr,320
+33233732707,FAIVRE THOMAS,thomas.faivre@yahoo.fr,284
05.49.27.48.53,Frédérique Ferrand,,115
0355125763,THÉODORE MERCIER,,151
04 71 65 35 90,AIMÉE AUBRY,,152
05 35 39 00 79,Alexandrie Launay,alexandrie.launay@bouygtel.fr,469
524675079,MAHE CORINNE,,424
04.80.45.26.41,Margaud De Oliveira,margaud.deoliveira@orange.fr,204
+33(0)535739658,LECOQ THIBAUT,thibaut.lecoq@ifrance.com,351
03 57 90 46 86,Perez Lucas,lucas.perez@live.com,294
05 35 56 29 51,Vallée Océane,océane.vallée@yahoo.fr,441
381193817,Coulon Marthe,,140
01 30 15 90 89,Lopez Tristan,tristan.lopez@tele2.fr,215
+33251147686,Girard Anastasie,,407
01 60 89 35 18,Launay Nathalie,,140
03 72 97 07 10,Céline Toussaint,,100
+33310840432,Marguerite Techer,,43
0241202512,Caroline Cohen,caroline.cohen@gmail.com,486
223715326,Dumont Frédérique,,100
02.37.68.36.64,Alice Hamon,alice.hamon@wanadoo.fr,32
+33415501819,Lemoine Colette,,257
279022606,Adrien Charrier,,320
03 52 69 29 38,AMÉLIE CHAUVIN,amélie.chauvin@yahoo.fr,390
+33426157805,Bernard Bertin,,106
+33(0)516563056,Teixeira Sabine,,215
03.65.55.20.95,Texier Marcelle,,469
+33(0)475705709,Océane Giraud,,211
01.40.04.12.13,ALIX GIMENEZ,,105
0546973395,GOMES BENOÎT,,121
0556215619,Tristan Rey,tristan.rey@dbmail.com,102
03 72 52 11 44,Lombard Joséphine,joséphine.lombard@dbmail.com,218
0231131418,Camille Hervé,camille.hervé@voila.fr,405
04.26.54.48.40,Le Gall Christelle,,127
0371645840,RIVIÈRE OLIVIE,olivie.rivière@club-internet.fr,443
07 22 39 13 54,EMMANUEL BIGOT,,199
415209040,Madeleine Simon,,472
01.88.04.15.79,REGNIER RICHARD,richard.regnier@live.com,201
02.61.49.85.49,MARGOT ROUX,,51
272954339,ROCHE PATRICK,,314
05 54 90 88 27,Jeannine Cordier,jeannine.cordier@free.fr,66
03 69 13 17 31,Agathe Da Costa,agathe.dacosta@bouygtel.fr,275
03.10.99.71.16,Nicolas Blanchard,nicolas.blanchard@tiscali.fr,69
+33(0)365891513,Valentin Sabine,sabine.valentin@club-internet.fr,56
427866801,Théophile Dijoux,,351
01 81 36 27 89,Cordier Richard,,339
03.89.17.99.97,Brigitte Guillou,,382
487542489,CHARRIER DOMINIQUE,,425
04.82.05.48.12,Rivière Henriette,,410
03 88 99 96 35,AUGUSTIN PARENT,,210
483171392,Gérard Pascal,,364
02.97.52.20.55,HONORÉ MEYER,honoré.meyer@voila.fr,386
169223811,Barre Alain,alain.barre@dbmail.com,143
04 95 77 18 80,Gilbert Jules,,379
03 54 92 95 42,Alves Sylvie,,473
0470905774,Mathilde Renard,mathilde.renard@orange.fr,420
561834455,Joseph Corinne,,205
01.82.39.37.83,Royer Patricia,,298
0486658653,CLAIRE RIVIÈRE,,207
+33(0)443325896,Alice Fernandez,,316
01.73.23.77.18,Vincent Blanc,,83
+33(0)146298836,Denis Da Costa,,147
02 72 74 54 80,ROGER MARIN,roger.marin@orange.fr,155
02 35 75 90 23,TEXIER CHARLES,,137
04.30.80.07.12,THOMAS LAROCHE,,37
05 82 02 57 61,ADÈLE MARÉCHAL,adèle.maréchal@laposte.net,227
05 58 67 30 33,PAYET NATH,,460
+33183392018,Nicole Chevalier,nicole.chevalier@laposte.net,155
04.79.65.77.63,Perrot André,,202
0296224655,ADÈLE LENOIR,,105
02 33 15 64 45,Roger Imbert,roger.imbert@free.fr,474
03 64 99 45 04,Jérôme Guilbert,,30
04 91 17 69 22,Adam Yves,yves.adam@free.fr,20
02 48 06 77 62,DIJOUX MARCEL,,51
+33480914685,Nicolas Blot,nicolas.blot@orange.fr,309
03.88.17.24.60,PRUVOST MARTIN,,360
05.32.21.18.16,Paris Marie,marie.paris@sfr.fr,314
04 82 92 69 16,Paulette Garnier,,85
491501894,GUYOT MAURICE,maurice.guyot@sfr.fr,474
02.69.79.43.23,Océane Pineau,,327
02 33 33 98 82,Mathilde Guillon,mathilde.guillon@tele2.fr,291
0567816626,Wagner Zacharie,,88
0344644285,CÉLINE SCHMITT,,365
0251012832,Delattre Jacques,jacques.delattre@yahoo.fr,151
02.77.10.71.02,Delannoy Madeleine,,411
02.90.61.20.18,Chantal Guérin,,266
03.73.90.39.76,THÉOPHILE DESCAMPS,,457
04 87 51 76 95,Marthe Guillaume,marthe.guillaume@tele2.fr,175
04 37 93 84 14,Sophie Roger,,18
01 58 52 22 68,Marianne Gros,marianne.gros@orange.fr,468
596379621,Susan Mace,susan.mace@dbmail.com,70
+33(0)493926422,GONCALVES ADÈLE,adèle.goncalves@noos.fr,137
+33(0)232973121,ISAAC CHARRIER,,294
545289316,CÉLINA LEMOINE,célina.lemoine@yahoo.fr,61
130081397,Thierry Dominique,,194
256187804,PETITJEAN RICHARD,,47
+33258645489,Hugues Lagarde,,219
389578426,Jeanne Petit,,200
+33489535597,Aubert Robert,robert.aubert@wanadoo.fr,188
+33(0)269770886,Pauline Coste,pauline.coste@wanadoo.fr,281
04.67.32.39.85,Joly Claude,claude.joly@orange.fr,22
04.95.85.33.65,Renard Arthur,arthur.renard@noos.fr,69
470373161,Bernier Alexandria,,156
02.90.14.12.20,Lefèvre Margaud,,135
328233839,Susan David,susan.david@free.fr,464
+33(0)493610614,Thibaut Schneider,thibaut.schneider@orange.fr,339
02 50 16 14 30,Prévost Adrien,adrien.prévost@sfr.fr,437
02.49.73.60.28,FERNANDES HENRIETTE,,246
450329667,Teixeira Olivie,,36
03 75 62 57 87,Laure Leconte,,254
489902109,Courtois Thibault,,134
04.90.12.67.24,Guillot Gérard,gérard.guillot@noos.fr,306
05 79 10 65 61,CLAUDE TURPIN,claude.turpin@gmail.com,397
06.22.86.51.25,Gonzalez Paulette,paulette.gonzalez@live.com,380
0438643252,Peron Rémy,,347
0484168137,Suzanne Legros,suzanne.legros@ifrance.com,254
02 97 41 60 46,Diaz Théophile,théophile.diaz@tele2.fr,273
0158968804,Aimée Barbe,,168
04 57 49 41 98,HAMON ANAÏS,anaïs.hamon@sfr.fr,465
370860890,LEFORT ÉTIENNE,étienne.lefort@live.com,371
04.88.27.65.11,MARGARET EVRARD,,404
146466764,Monique Andre,monique.andre@voila.fr,59
05.16.96.22.62,VALÉRIE HENRY,valérie.henry@ifrance.com,148
03 39 82 58 97,Michel Anastasie,,426
05.24.67.60.53,LEBRUN NOËL,noël.lebrun@voila.fr,458
356635201,Danielle Chauvin,,237
02.99.96.68.60,Grenier Isabelle,,343
489611123,Carre Marthe,marthe.carre@bouygtel.fr,461
01.42.38.97.58,MARTIN NEVEU,martin.neveu@wanadoo.fr,128
0586888636,Delaunay Aurore,,483
0144822383,Anastasie Breton,,463
547881557,DESCAMPS JÉRÔME,jérôme.descamps@yahoo.fr,36
02.43.86.82.87,Louise Laporte,louise.laporte@free.fr,26
03.23.23.87.80,FRANÇOIS BENARD,,204
04.85.15.27.30,LACROIX MICHÈLE,,306
0218609220,HEBERT PIERRE,,78
175773029,Petit Claire,claire.petit@yahoo.fr,234
0565412707,MARTINS ALEX,,286
0531630070,Benoit Adrien,,255
567165770,COULON COLETTE,,362
354250067,Le Roux Nathalie,,137
01.42.06.13.04,Lefort Alexandre,,485
04 95 13 94 99,Langlois Noël,,171
05 47 15 40 45,BLANC PHILIPPINE,,214
490309840,Lucas Paulette,,471
422941551,Claire Millet,claire.millet@dbmail.com,253
02 56 01 11 17,Jules Gaillard,,223
0370562291,Chantal Gimenez,,150
373622270,ODETTE WAGNER,,211
257862695,Hervé Inès,,252
06.61.44.26.22,PERON JOSEPH,joseph.peron@laposte.net,102
04 34 61 33 96,Alex Picard,alex.picard@tele2.fr,142
02.40.86.37.45,Munoz Élise,élise.munoz@tele2.fr,345
0243204483,Bonneau Henriette,,319
243067422,Stéphane Toussaint,,388
04.38.03.84.99,Paul Olivier,olivier.paul@live.com,159
0174405331,Éric Lecomte,,288
05 96 77 82 28,Julien Moulin,,399
310468769,Rodriguez Emmanuel,,371
+33563058019,JÉRÔME JACQUOT,,13
01.43.51.99.11,Thibaut Gomez,,222
365458949,Valentine Joly,,210
490373636,MARCELLE TURPIN,,439
+33(0)388769604,Élodie Perrier,,286
04 69 98 10 25,André Leblanc,andré.leblanc@sfr.fr,112
+33(0)444845853,Ruiz Suzanne,suzanne.ruiz@free.fr,100
+33182202910,Honoré Noël,,171
0363000623,Normand Sophie,sophie.normand@laposte.net,89
03 53 84 52 99,JEAN ALPHONSE,alphonse.jean@yahoo.fr,120
02.48.85.44.02,Valentine Masson,valentine.masson@free.fr,152
139198944,Raynaud Daniel,,176
05.19.57.40.52,Clémence Martineau,clémence.martineau@club-internet.fr,326
443847629,Élise Dupré,élise.dupré@laposte.net,232
05 67 96 23 34,Diane Le Gall,diane.legall@voila.fr,236
05.19.22.56.24,Margot Hardy,,333
+33(0)449927968,Guy Baudry,,338
382307304,Thierry Hervé,,166
+33485545148,Boucher Laurent,,275
549721549,Renault Madeleine,,446
+33181002905,BOULANGER PIERRE,pierre.boulanger@dbmail.com,58
01.30.02.80.81,THIBAULT LAURENCE,,358
430786553,JACOB BERNARD,bernard.jacob@ifrance.com,122
01 43 68 32 48,BERTRAND MARC,,211
+33587712732,Fouquet Martin,martin.fouquet@wanadoo.fr,96
277489140,COURTOIS EMMANUEL,,289
256056851,CLAIRE ALVES,claire.alves@club-internet.fr,403
160162539,MAGGIE AUBERT,maggie.aubert@laposte.net,230
03 52 31 20 25,André Jacques,,401
02.55.32.16.46,POTIER ALEXANDRIA,,497
05.54.03.64.95,Josette Guilbert,josette.guilbert@hotmail.fr,98
04 68 43 37 38,Timothée Andre,,329
179722953,Tristan Adam,tristan.adam@dbmail.com,311
272040431,Vasseur Christine,,384
214966661,ASTRID MAURY,,463
463271171,Dupré Honoré,,448
0256263812,Carpentier Alex,alex.carpentier@ifrance.com,337
353338504,Clément Margaux,,35
03 61 47 57 57,Dominique Gallet,,391
04.93.01.63.97,SABINE BOYER,,93
+33(0)375368789,Vincent Lévêque,,169
05.08.79.08.27,VICTOIRE GUILBERT,,481
04 20 21 48 94,Louis Adèle,,359
04 50 61 89 73,Lacombe Sébastien,,229
+33(0)470924588,Édouard Goncalves,,467
+33(0)438087603,Célina Teixeira,célina.teixeira@laposte.net,188
711830278,Vincent Éric,éric.vincent@dbmail.com,488
175324028,Théodore Mace,,90
03.79.93.47.17,Jacquot Sophie,,170
437558557,Reynaud Alice,alice.reynaud@live.com,166
04 32 72 81 43,JULIEN THIBAULT,thibault.julien@noos.fr,72
02.48.57.89.18,Dorothée Gimenez,,478
03.83.71.06.00,NEVEU CHANTAL,chantal.neveu@ifrance.com,445
01.74.18.29.99,Duval Charles,,166
03 86 40 52 48,Olivier Georges,olivier.georges@sfr.fr,118
04 74 02 47 93,ALEXANDRIA DIAZ,alexandria.diaz@live.com,304
03 22 47 70 03,René Le Gall,,159
